"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.grp3-asn2.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -ts -cnm --output /root/tf/dstat.csv",,,,"Date:","17 Oct 2018 23:48:44 CDT"

"system","swap",,"total cpu usage",,,,,,"net/total",,"memory usage",,,
17-10 23:51:21,0.0,3221221376.0,22.908,4.731,72.261,0.0,0.0,0.100,129283.0,255557411.0,3574218752.0,178495488.0,1266421760.0,1.9625117696e+11
17-10 23:51:22,0.0,3221221376.0,53.404,5.526,41.070,0.0,0.0,0.0,12144.0,105251882.0,4088184832.0,178495488.0,1266610176.0,1.95737022464e+11
17-10 23:51:23,0.0,3221221376.0,52.629,11.843,35.253,0.0,0.0,0.275,247737402.0,26103.0,3720937472.0,178495488.0,1266610176.0,1.96104269824e+11
17-10 23:51:24,0.0,3221221376.0,34.706,2.147,63.147,0.0,0.0,0.0,7774390.0,4026.0,3460857856.0,178495488.0,1266610176.0,1.9636434944e+11
17-10 23:51:25,0.0,3221221376.0,19.558,4.299,75.289,0.779,0.0,0.075,132959.0,255556834.0,3539619840.0,178499584.0,1266610176.0,1.9628558336e+11
17-10 23:51:26,0.0,3221221376.0,49.030,5.768,45.177,0.0,0.0,0.025,15480.0,105252455.0,4134776832.0,178499584.0,1266802688.0,1.95690233856e+11
17-10 23:51:27,0.0,3221221376.0,54.916,11.466,33.291,0.0,0.0,0.327,251439376.0,29279.0,3702792192.0,178499584.0,1266802688.0,1.96122218496e+11
17-10 23:51:28,0.0,3221221376.0,36.625,1.488,61.888,0.0,0.0,0.0,4073191.0,4170.0,3479277568.0,178499584.0,1266802688.0,1.9634573312e+11
17-10 23:51:29,0.0,3221221376.0,21.945,4.636,73.293,0.0,0.0,0.126,141051.0,255557739.0,3633160192.0,178499584.0,1266802688.0,1.96191850496e+11
17-10 23:51:30,0.0,3221221376.0,56.867,7.118,35.990,0.0,0.0,0.025,37580.0,105252146.0,4458921984.0,178499584.0,1266991104.0,1.95365900288e+11
17-10 23:51:31,0.0,3221221376.0,54.887,9.496,35.315,0.025,0.0,0.277,251416558.0,24137.0,3738038272.0,178499584.0,1266991104.0,1.96086784e+11
17-10 23:51:32,0.0,3221221376.0,33.417,2.661,63.897,0.025,0.0,0.0,4073175.0,1782.0,3526721536.0,178499584.0,1266991104.0,1.96298100736e+11
17-10 23:51:33,0.0,3221221376.0,19.121,5.302,75.477,0.0,0.0,0.101,152584.0,267759029.0,3725287424.0,178499584.0,1266991104.0,1.96099534848e+11
17-10 23:51:34,0.0,3221221376.0,58.832,17.440,23.678,0.0,0.0,0.050,53625667.0,93062992.0,4513153024.0,178499584.0,1267175424.0,1.95311484928e+11
17-10 23:51:35,0.0,3221221376.0,51.184,9.120,39.372,0.0,0.0,0.324,200610266.0,17569.0,3746328576.0,178503680.0,1267175424.0,1.9607830528e+11
17-10 23:51:36,0.0,3221221376.0,32.432,1.886,65.682,0.0,0.0,0.0,1289981.0,396.0,3526438912.0,178503680.0,1267179520.0,1.96298190848e+11
17-10 23:51:37,0.0,3221221376.0,19.406,4.631,75.812,0.0,0.0,0.151,152806.0,309312514.0,3804409856.0,178503680.0,1267179520.0,1.96020219904e+11
17-10 23:51:38,0.0,3221221376.0,68.349,10.045,21.530,0.0,0.0,0.076,85856061.0,51504792.0,4382625792.0,178503680.0,1267367936.0,1.95441815552e+11
17-10 23:51:39,0.0,3221221376.0,46.121,5.749,47.878,0.0,0.0,0.251,168375550.0,18680.0,3766308864.0,178503680.0,1267367936.0,1.9605813248e+11
17-10 23:51:40,0.0,3221221376.0,33.953,1.537,64.511,0.0,0.0,0.0,1387878.0,2007.0,3561213952.0,178503680.0,1267367936.0,1.96263227392e+11
17-10 23:51:41,0.0,3221221376.0,20.885,5.107,73.906,0.0,0.0,0.101,46996.0,360809133.0,4283142144.0,178503680.0,1267552256.0,1.9554111488e+11
17-10 23:51:42,0.0,3221221376.0,71.078,10.0,18.822,0.0,0.0,0.100,87387428.0,13000.0,4226908160.0,178503680.0,1267552256.0,1.95597348864e+11
17-10 23:51:43,0.0,3221221376.0,52.465,6.837,40.476,0.0,0.0,0.223,166841747.0,15782.0,3765854208.0,178503680.0,1267552256.0,1.96058402816e+11
17-10 23:51:44,0.0,3221221376.0,21.472,3.856,74.672,0.0,0.0,0.0,1403633.0,51057848.0,3536818176.0,178503680.0,1267552256.0,1.96287438848e+11
17-10 23:51:45,0.0,3221221376.0,22.113,4.604,73.208,0.0,0.0,0.075,37142.0,309753538.0,3879149568.0,178503680.0,1267740672.0,1.9594491904e+11
17-10 23:51:46,0.0,3221221376.0,72.005,10.526,17.168,0.0,0.0,0.301,247731159.0,18977.0,4316368896.0,178503680.0,1267740672.0,1.95507699712e+11
17-10 23:51:47,0.0,3221221376.0,48.142,4.265,47.593,0.0,0.0,0.0,6495038.0,2244.0,3722653696.0,178503680.0,1267740672.0,1.96101414912e+11
17-10 23:51:48,0.0,3221221376.0,22.574,3.645,73.705,0.0,0.0,0.075,1408561.0,117957958.0,3478450176.0,178503680.0,1267740672.0,1.96345618432e+11
17-10 23:51:49,0.0,3221221376.0,29.486,4.969,65.471,0.0,0.0,0.075,29508.0,242852910.0,4202553344.0,178503680.0,1267924992.0,1.95621330944e+11
17-10 23:51:50,0.0,3221221376.0,67.464,12.191,20.095,0.0,0.0,0.249,247732159.0,24136.0,4409638912.0,178503680.0,1267924992.0,1.95414245376e+11
17-10 23:51:51,0.0,3221221376.0,42.708,3.952,53.340,0.0,0.0,0.0,6495522.0,4236.0,3738882048.0,178503680.0,1267933184.0,1.96084994048e+11
17-10 23:51:52,0.0,3221221376.0,22.217,4.574,73.159,0.0,0.0,0.050,1412185.0,208729981.0,3592765440.0,178503680.0,1267933184.0,1.96231110656e+11
17-10 23:51:53,0.0,3221221376.0,33.057,5.568,61.324,0.0,0.0,0.050,24198.0,152081316.0,4139692032.0,178503680.0,1268121600.0,1.95683995648e+11
17-10 23:51:54,0.0,3221221376.0,63.577,18.337,17.684,0.0,0.0,0.402,247732119.0,17094.0,4123439104.0,178503680.0,1268121600.0,1.95700248576e+11
17-10 23:51:55,0.0,3221221376.0,42.788,3.242,53.970,0.0,0.0,0.0,6496830.0,3412.0,3752484864.0,178503680.0,1268121600.0,1.96071202816e+11
17-10 23:51:56,0.0,3221221376.0,22.071,4.208,73.671,0.0,0.0,0.050,1430911.0,219148088.0,3649191936.0,178503680.0,1268121600.0,1.96174495744e+11
17-10 23:51:57,0.0,3221221376.0,32.663,5.683,61.554,0.0,0.0,0.101,24797.0,141663199.0,4115124224.0,178503680.0,1268305920.0,1.95708379136e+11
17-10 23:51:58,0.0,3221221376.0,69.565,10.606,19.578,0.0,0.0,0.251,247733387.0,44937.0,3933880320.0,178503680.0,1268305920.0,1.9588962304e+11
17-10 23:51:59,0.0,3221221376.0,37.460,1.868,60.623,0.025,0.0,0.025,6497048.0,4839.0,3752747008.0,178528256.0,1268281344.0,1.96070756352e+11
17-10 23:52:00,0.0,3221221376.0,15.308,3.116,81.576,0.0,0.0,0.0,1388907.0,2246.0,3330912256.0,178618368.0,1513091072.0,1.96247691264e+11
17-10 23:52:01,0.0,3221221376.0,1.628,0.852,97.520,0.0,0.0,0.0,5825.0,1989.0,2441310208.0,178618368.0,1513340928.0,1.97137043456e+11
